shift,question,options,answer,subject,chapter
29 Jan Shift 2,"If αx+βy = 109 is the equation of the chord of the ellipse x2 + y2 = 1, whose mid point is (5, 1), then 9 4 2 2 α+β is equal to :",(1) 58 | (2) 46 | (3) 37 | (4) 72,1,math,Conic Sections (Ellipse)
29 Jan Shift 2,"If the domain of the function log (18x−x2 −77) is (α,β) and the domain of the function 5 log (x−1) (2 x x 2 2 − + 3 3 x x − − 4 2) is (γ,δ), then α2 +β2 +γ2 is equal to :",(1) 195 | (2) 179 | (3) 186 | (4) 174,3,math,Logarithmic Functions
29 Jan Shift 2,"Let a circle C pass through the points (4,2) and (0,2), and its centre lie on 3x+2y+2 = 0. Then the length of the chord, of the circle C, whose mid-point is (1,2), is :",(1) √3 | (2) 2√2 | (3) 2√3 | (4) 4√2,3,math,Circle
29 Jan Shift 2,"Let a straight line L pass through the point P(2,−1,3) and be perpendicular to the lines x−1 = y+1 = z−3 2 1 −2 and x−3 = y−2 = z+2 . If the line L intersects the yz-plane at the point Q, then the distance between the 1 3 4 points P and Q is :",(1) √10 | (2) 2√3 | (3) 2 | (4) 3,4,math,3D Geometry
29 Jan Shift 2,"Bag 1 contains 4 white balls and 5 black balls, and Bag 2 contains n white balls and 3 black balls. One ball is drawn randomly from Bag 1 and transferred to Bag 2. A ball is then drawn randomly from Bag 2. If the probability, that the ball drawn is white, is 29/45, then n is equal to :",(1) 6 | (2) 3 | (3) 5 | (4) 4 ∣ ∣ ∣ ∣ ∣ ∣ 2 025,1,math,Probability
29 Jan Shift 2,"Let α,β(α ≠ β) be the values of m , for which the equations x+y+z = 1;x+2y+4z = m and x+4y+10z = m2 have infinitely many solutions. Then the value of ∑10 (nα +nβ) is equal to : n=1",(1) 3080 | (2) 560 | (3) 3410 | (4) 440,4,math,Linear Equations
29 Jan Shift 2,"Let S = N∪{0}. Define a relation R from S to R by : R = {(x,y) : log y = xlog","(2),x ∈ S,y ∈ R} e e 5 Then, the sum of all the elements in the range of R is equal to : 10 3 | (1) | (2) 9 2 5 5 | (3) | (4) 2 3",4,math,Functions
29 Jan Shift 2,"If sinx+sin2x = 1,x ∈ (0, π), then 2 (cos12x+tan12x)+3(cos10x+tan10x+cos8x+tan8x)+(cos6x+tan6x) is equal to :",(1) 4 | (2) 1 | (3) 3 | (4) 2 π,4,math,Trigonometric Functions
29 Jan Shift 2,"If 24∫ 4 (sin 4x− π +[2sinx])dx = 2π+α, where [⋅] denotes the greatest integer function, then α is 0 12 equal to _______.",,12,math,Definite Integration
29 Jan Shift 2,"Let a 1 ,a 2 ,…,a 2024 be an Arithmetic Progression such that a 1 +(a 5 +a 10 +a 15 +…+a 2020 )+a 2024 = 2233. Then a 1 +a 2 +a 3 +…+a 2024 is equal to _______",,11132,math,Sequences & Series
29 Jan Shift 2,"If lim t→0 (∫ 0 1(3x+5)tdx) 1 t = 5 α e (8 5 ) 2 3, then α is equal to ________",,64,math,Limits
29 Jan Shift 2,"Let y2 = 12x be the parabola and S be its focus. Let PQ be a focal chord of the parabola such that (SP)(SQ) = 147 . Let C be the circle described taking PQ as a diameter. If the equation of a circle C is 4 64x2 +64y2 −αx−64√3y = β, then β−α is equal to ________.",,1328,math,Conic Sections (Parabola)
29 Jan Shift 2,"Let integers a,b ∈ [−3,3] be such that a+b ≠ 0. Then the number of all possible ordered pairs (a, b), for z+1 ω ω2 which z−a = 1 and ω z+ω2 1 = 1,z ∈ C, where ω and ω2 are the roots of x2 +x+1 = 0, is z+b ω2 1 z+ω equal to ________.",,10,math,Quadratic Equations / Algebra
29 Jan Shift 2,"Given below are two statements. One is labelled as Assertion (A) and the other is labelled as Reason (R). Assertion (A) : Three identical spheres of same mass undergo one dimensional motion as shown in figure with initial velocities v A = 5 m/s,v B = 2 m/s,v C = 4 m/s. If we wait sufficiently long for elastic collision to happen, then v A = 4 m/s,v B = 2 m/s, v C = 5 m/s will be the final velocities. Reason (R): In an elastic collision  between identical masses, two objects exchange their velocities. In the light of the above statements, choose the correct answer from the options given below :",(1) (A) is false but (R) is true | (2) Both (A) and (R) are true but (R) is NOT the correct explanation of (A) | (3) Both (A) and (R) are true and (R) is the correct | (4) (A) is true but (R) is false explanation of (A),1,physics,"Work, Power & Energy + Circular Motion"
29 Jan Shift 2,"Two identical symmetric double convex lenses of focal length f are cut into two equal parts L 1 ,L 2 by AB plane and L 3 ,L 4 by XY plane as shown in figure respectively. The ratio of focal lengths of lenses L 1 and L 3 is",(1) 1:1 | (2) 1:2 | (3) 1:4 | (4) 2:1,2,physics,Ray Optics
29 Jan Shift 2,"Two bodies A and B of equal mass are suspended from two massless springs of spring constant k 1 and k 2, respectively. If the bodies oscillate vertically such that their amplitudes are equal, the ratio of the maximum velocity of A to the maximum velocity of B is",(1) k k 1 2 | (2) √k k 1 2 | (3) √k k 2 | (4) k k 2 1 1,2,physics,Oscillations
29 Jan Shift 2,"Given below are two statements. One is labelled as Assertion (A) and the other is labelled as Reason (R). Assertion (A) : With the increase in the pressure of an ideal gas, the volume falls off more rapidly in an isothermal process in comparison to the adiabatic process. Reason (R) : In isothermal process, PV = constant, while in adiabatic process PVγ = constant. Here γ is the ratio of specific heats, P is the pressure and V is the volume of the ideal gas. In the light of the above statements, choose the correct answer from the options given below :",(1) Both (A) and (R) are true and (R) is the correct | (2) Both (A) and (R) are true but (R) is NOT the explanation of (A) correct explanation of (A) | (3) (A) is true but (R) is false | (4) (A) is false but (R) is true 2 025,1,physics,Thermodynamics
29 Jan Shift 2,The truth table for the circuit given below is :,(1) | (2) | (3) | (4),4,physics,Semiconductors
29 Jan Shift 2,"The difference of temperature in a material can convert heat energy into electrical energy. To harvest the heat energy, the material should have",(1) high thermal conductivity and high electrical | (2) low thermal conductivity and low electrical conductivity conductivity | (3) high thermal conductivity and low electrical | (4) low thermal conductivity and high electrical conductivity conductivity,4,physics,Current Electricity
29 Jan Shift 2,Match List - I with List - II. Choose the correct answer from the options given below :,"(1) (A)-(I), (B)-(III), (C)-(II), (D)-(IV) | (2) (A)-(IV), (B)-(II), (C)-(III), (D)-(I) | (3) (A)-(II), (B)-(IV), (C)-(I), (D)-(III) | (4) (A)-(II), (B)-(I), (C)-(IV), (D)-(III)",3,physics,Units & Dimensions
29 Jan Shift 2,"A sand dropper drops sand of mass m(t) on a conveyer belt at a rate proportional to the square root of speed (v) of the belt, i.e. dm ∝ √v. If P is the power delivered to run the belt at constant speed then which of the dt following relationship is true? ",(1) P ∝ √v | (2) P ∝ v | (3) P2 ∝ v5 | (4) P2 ∝ v3,3,physics,"Work, Power & Energy + Circular Motion"
29 Jan Shift 2,"Three equal masses m are kept at vertices (A, B, C) of an equilateral triangle of side a in free space. At t = 0, −−−−−−→ → → → → → they are given an initial velocity V→ A = V 0 AC,V→ B = V 0 BA and V→ C = V 0 CB. Here, AC,CB and BA are unit vectors along the edges of the triangle. If the three masses interact gravitationally, then the magnitude of the net angular momentum of the system at the point of collision is :",(1) 3amV 0 | (2) 3 2 a mV 0 | (3) √ 2 3 a mV 0 | (4) 1 2 a mV 0,3,physics,System Of Particles & Rotational Motion
29 Jan Shift 2,"The number of spectral lines emitted by atomic hydrogen that is in the 4th energy level, is",(1) 3 | (2) 1 | (3) 6 | (4) 0,3,physics,Atomic Structure
29 Jan Shift 2,"A convex lens made of glass (refractive index = 1.5 ) has focal length 24 cm in air. When it is totally immersed in water (refractive index = 1.33 ), its focal length changes to",(1) 24 cm | (2) 96 cm | (3) 48 cm | (4) 72 cm,2,physics,Ray Optics
29 Jan Shift 2,"In an experiment with photoelectric effect, the stopping potential,",(1) increases with increase in the intensity of the | (2) decreases with increase in the intensity of the incident light incident light | (3) increases with increase in the wavelength of the | (4) is | (1) times the maximum kinetic energy of the e incident light emitted photoelectrons,4,physics,Dual Nature Of Matter And Radiation
29 Jan Shift 2,"A capacitor, C 1 = 6μ F is charged to a potential difference of V 0 = 5 V using a 5 V battery. The battery is removed and another capacitor, C 2 = 12μ F is inserted in place of the battery. When the switch 'S' is closed, the charge flows between the capacitors for some time until equilibrium condition is reached. What are the charges (q 1 and q 2 ) on the capacitors C 1 and C 2 when equilibrium condition is reached.","(1) q 1 = 10μC,q 2 = 20μC | (2) q 1 = 30μC,q 2 = 15μC | (3) q 1 = 20μC,q 2 = 10μC | (4) q 1 = 15μC,q 2 = 30μC",1,physics,Electrostatics
29 Jan Shift 2,"A plane electromagnetic wave propagates along the +x direction in free space. The components of the electric field, E→ and magnetic field, B→ vectors associated with the wave in Cartesian frame are","(1) E x , B y | (2) E y , B z | (3) E z , B y | (4) E y , B x",2,physics,Electromagnetic Waves
29 Jan Shift 2,A cup of coffee cools from 90∘C to 80∘C in t minutes when the room temperature is 20∘C. The time taken by the similar cup of coffee to cool from 80∘C to 60∘C at the same room temperature is :,(1) 13t | (2) 10t 10 13 | (3) 5 t | (4) 13t 13 5,4,physics,Properties Of Matter
29 Jan Shift 2,"Two concave refracting surfaces of equal radii of curvature and refractive index 1.5 face each other in air as shown in figure. A point object O is placed midway, between P and B . The separation between the images of O, formed by each refracting surface is :",(1) 0.214 R | (2) 0.411 R | (3) 0.124 R | (4) 0.114 R,4,physics,Ray Optics
29 Jan Shift 2,"A poly-atomic molecule ( C V = 3R,C P = 4R, where R is gas constant) goes from phase space point A(P A = 105 Pa, V A = 4×10−6 m3) to point B(P B = 5×104 Pa, V B = 6×10−6 m3) to point  C(P C = 104 Pa,V C = 8×10−6 m3). A to B is an adiabatic path and B to C is an isothermal path. The net heat absorbed per unit mole by the system is :",(1) 500R(ln3+ln4) | (2) 450R(ln4−ln3) | (3) 500Rln2 | (4) 400Rln4,2,physics,Thermodynamics
29 Jan Shift 2,Match List - I with List - II. List - I List - II 2 (A) Magnetic induction (I) Ampere meter (B) Magnetic intensity (II) Weber (C) Magnetic flux (III) Gauss (D) Magnetic moment (IV) Ampere/meter,"(1) (A)-(I), (B)-(II), (C)-(III), (D)-(IV) | (2) (A)-(III), (B)-(IV), (C)-(I), (D)-(II) | (3) (A)-(III), (B)-(II), (C)-(I), (D)-(IV) | (4) (A)-(III), (B)-(IV), (C)-(II), (D)-(I)",4,physics,Magnetism And Matter / Current Electricity
29 Jan Shift 2,"A point charge causes an electric flux of −2×104Nm2C−1 to pass through a spherical Gaussian surface of 8.0 cm radius, centred on the charge. The value of the point charge is : (Given ϵ 0 = 8.85×10−12C2 N−1 m−2 )",(1) 15.7×10−8C | (2) 17.7×10−8C | (3) −15.7×10−8C | (4) −17.7×10−8C,4,physics,Electrostatics
29 Jan Shift 2,An electric dipole is placed at a distance of 2 cm from an infinite plane sheet having positive charge density σ o . Choose the correct option from the following.,(1) Potential energy and torque both are maximum. | (2) Torque on dipole is zero and net force is directed away from the sheet. | (3) Torque on dipole is zero and net force acts | (4) Potential energy of dipole is minimum and torque towards the sheet. is zero.,4,physics,Electrostatics
29 Jan Shift 2,"The magnetic field inside a 200 turns solenoid of radius 10 cm is 2.9×10−4Tesla. If the solenoid carries a current of 0.29 A , then the length of the solenoid is ________ πcm.",,8,physics,Magnetism And Matter / Current Electricity
29 Jan Shift 2,"A parallel plate capacitor consisting of two circular plates of radius 10 cm is being charged by a constant current of 0.15 A . If the rate of change of potential difference between the plates is 7×108 V/s then the integer value of the distance between the parallel plates is ( Take, ϵ 0 = 9×10−12 m F ,π = 2 7 2) ________ μm. ",,1320,physics,Electromagnetic Induction
29 Jan Shift 2,"Two planets, A and B are orbiting a common star in circular orbits of radii R A and R B, respectively, with R B = 2R A. The planet B is 4√2 times more massive than planet A. The ratio (L L B) of angular momentum A (L B ) of planet B to that of planet A(L A ) is closest to integer ________.",,8,physics,Gravitation
29 Jan Shift 2,"Two cars P and Q are moving on a road in the same direction. Accleration of car P increases linearly with time whereas car Q moves with a constant accleration. Both cars cross each other at time t = 0, for the first time. The maximum possible number of crossing(s) (including the crossing at t = 0) is ________.",,3,physics,Kinematics
29 Jan Shift 2,"A physical quantity Q is related to four observables a,b,c,d as follows : Q = ab4 where, cd a = (60±3)Pa;b = (20±0.1)m;c = (40±0.2)Nsm−2 and d = (50±0.1)m, then the percentage error in Q is x , where x = ________ . 1000",,7700,physics,Units & Dimensions
29 Jan Shift 2,Consider the equilibrium CO( g)+3H 2 ( g) ⇌ CH 4 ( g)+H 2 O( g) If the pressure applied over the system increases by two fold at constant temperature then (A) Concentration of reactants and products increases. (B) Equilibrium will shift in forward direction. (C) Equilibrium constant increases since concentration of products increases. (D) Equilibrium constant remains unchanged as concentration of reactants and products remain same. Choose the correct answer from the options given below :,"(1) (A), (B) and (C) only | (2) (A) and (B) only | (3) (A), (B) and (D) only | (4) (B) and (C) only",2,chemisty,Chemical Equilibrium
29 Jan Shift 2,Drug X becomes ineffective after 50% decomposition. The original concentration of drug in a bottle was 16mg/mL which becomes 4mg/mL in 12 months. The expiry time of the drug in months is __________ Assume that the decomposition of the drug follows first order kinetics.,(1) 2 | (2) 6 | (3) 12 | (4) 3,2,chemisty,Chemical Kinetics
29 Jan Shift 2,O 2 gas will be evolved as a product of electrolysis of : (A) an aqueous solution of AgNO 3 using silver electrodes. (B) an aqueous solution of AgNO 3 using platinum electrodes. (C) a dilute solution of H 2 SO 4 using platinum electrodes. (D) a high concentration solution of H 2 SO 4 using platinum electrodes. Choose the correct answer from the options given below :,(1) (A) and (C) only | (2) (B) and (C) only | (3) (A) and (D) only | (4) (B) and (D) only,2,chemisty,Electrochemistry
29 Jan Shift 2,Identify the homoleptic complexes with odd number of d electrons in the central metal : (A) [FeO 4 ]2− (B) [Fe(CN) 6 ]3− (C) [Fe(CN) 5 NO]2− (D) [CoCl 4 ]2− (E) [Co(H 2 O) 3 F 3 ] Choose the correct answer from the options given below :,"(1) (A), (B) and (D) only | (2) (C) and (E) only | (3) (B) and (D) only | (4) (A), (C) and (E) only",3,chemisty,Coordination Compounds
29 Jan Shift 2,"Which one of the following, with HBr will give a phenol?",(1) | (2) | (3) | (4),3,chemisty,"Alcohols, Phenols & Ethers"
29 Jan Shift 2,"Given below are two statements : Statement (I) : NaCl is added to the ice at 0∘C, present in the ice cream box to prevent the melting of ice cream. Statement (II) : On addition of NaCl to ice at 0∘C, there is a depression in freezing point. In the light of the above statements, choose the correct answer from the options given below :",(1) Both Statement I and Statement II are false | (2) Statement I is false but Statement II is true | (3) Statement I is true but Statement II is false | (4) Both Statement I and Statement II are true,4,chemisty,Solutions & Colligative Properties
29 Jan Shift 2,Match List - I with List - II : Choose the correct answer from the options given below :,"(1) (A)-(III), (B)-(II), (C)-(IV), (D)-(I) | (2) (A)-(II), (B)-(III), (C)-(IV), (D)-(I) | (3) (A)-(III), (B)-(I), (C)-(IV), (D)-(II) | (4) (A)-(IV), (B)-(III), (C)-(II), (D)-(I)",3,chemisty,Surface Chemistry
